Country,Organism,Antibiotic,SurveyYear,Interpretation
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,S
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,S
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,S
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,R
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,R
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,R
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,S
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,S
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,S
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,R
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,I
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,S
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,S
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,R
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,R
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,S
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,R
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,I
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,I
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,S
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,R
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,S
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,S
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,S
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,I
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,S
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,I
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,I
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,S
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,S
South Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2016,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2017,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,R
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,I
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,S
South Africa,Klebsiella pneumoniae,Ceftriaxone,2018,R
